response_id,clip_id,participant_id,fold_r,stimulus_index,time_taken_s,is_attention,language,age,gender,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,appropriate,ISOPleasant,ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ARAUS_ARAUS_00316_S40,ARAUS_000807,ARAUS_00316,1,40,43.045,0,1,20,0,1,2,4,4,4,4,2,1,4,-0.676777,0.28033,68.82,23.4,1.31,0.0395,0.0151,0.315
ARAUS_ARAUS_00316_S41,ARAUS_002563,ARAUS_00316,1,41,39.565,0,1,20,0,4,4,4,2,2,2,2,4,4,0.5,0.207107,62.85,16.0,1.24,0.0382,0.0453,0.387
ARAUS_ARAUS_00316_S42,ARAUS_002106,ARAUS_00316,1,42,43.965,0,1,20,0,4,4,2,2,2,2,2,4,4,0.5,0.0,59.02,13.9,1.71,0.0239,0.00904,0.0425
ARAUS_ARAUS_00316_S43,ARAUS_001212,ARAUS_00316,1,43,49.558,0,1,20,0,3,3,4,3,3,3,2,3,3,0.0,0.207107,58.63,13.6,1.49,0.024,0.0133,0.1
ARAUS_ARAUS_00316_S44,ARAUS_003385,ARAUS_00316,1,44,44.615,0,1,20,0,3,3,4,2,2,2,2,3,3,0.25,0.207107,67.42,22.6,1.51,0.0352,0.0107,0.144
ARAUS_ARAUS_00316_S45,ARAUS_000001,ARAUS_00316,-1,45,56.911,0,1,20,0,2,5,5,4,2,2,2,2,4,0.073223,0.676777,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00317_S01,ARAUS_000002,ARAUS_00317,-1,1,63.624,0,1,19,1,2,4,4,4,2,1,1,1,3,0.0,0.75,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00317_S02,ARAUS_005892,ARAUS_00317,2,2,56.548,0,1,19,1,2,2,2,4,4,2,2,2,4,-0.353553,0.146447,67.85,23.0,1.26,0.0372,0.0113,0.434
ARAUS_ARAUS_00317_S03,ARAUS_006168,ARAUS_00317,2,3,46.89,0,1,19,1,4,2,2,2,2,4,4,4,4,0.207107,-0.5,59.01,13.2,1.15,0.0309,0.00762,0.0836
ARAUS_ARAUS_00317_S04,ARAUS_006941,ARAUS_00317,2,4,60.34,0,1,19,1,2,2,3,4,4,4,2,1,3,-0.573223,0.176777,68.06,22.2,1.38,0.0356,0.0142,0.151
ARAUS_ARAUS_00317_S05,ARAUS_005835,ARAUS_00317,2,5,41.032,0,1,19,1,2,2,2,2,4,2,4,4,1,-0.06066,-0.353553,70.37,26.0,1.56,0.0443,0.0179,0.0924
ARAUS_ARAUS_00317_S06,ARAUS_008767,ARAUS_00317,2,6,36.237,0,1,19,1,1,1,1,1,4,5,4,2,2,-0.53033,-0.676777,63.59,17.1,1.08,0.0362,0.00869,0.433
ARAUS_ARAUS_00317_S07,ARAUS_008679,ARAUS_00317,2,7,49.298,0,1,19,1,1,2,2,3,4,2,4,2,4,-0.383883,-0.133883,62.54,14.8,1.06,0.0348,0.013,0.944
ARAUS_ARAUS_00317_S08,ARAUS_007777,ARAUS_00317,2,8,40.092,0,1,19,1,1,2,4,4,5,2,2,2,1,-0.56066,0.353553,67.53,20.5,1.4,0.0347,0.0269,0.17
ARAUS_ARAUS_00317_S09,ARAUS_006493,ARAUS_00317,2,9,35.753,0,1,19,1,4,2,2,2,2,5,4,5,2,0.207107,-0.646447,54.72,8.32,1.05,0.0312,0.0107,0.156
ARAUS_ARAUS_00317_S10,ARAUS_006360,ARAUS_00317,2,10,45.72,0,1,19,1,3,2,2,4,5,4,4,2,1,-0.5,-0.207107,51.8,7.03,1.15,0.0315,0.0112,0.337
ARAUS_ARAUS_00317_S11,ARAUS_006814,ARAUS_00317,2,11,33.64,0,1,19,1,2,4,4,4,4,2,2,1,3,-0.28033,0.573223,69.98,25.2,1.35,0.0381,0.052,0.123
ARAUS_ARAUS_00317_S12,ARAUS_005258,ARAUS_00317,2,12,35.464,0,1,19,1,1,2,2,4,5,4,4,1,1,-0.78033,-0.133883,54.25,9.71,1.84,0.0215,0.0123,0.12
ARAUS_ARAUS_00317_S13,ARAUS_007610,ARAUS_00317,2,13,37.048,0,1,19,1,3,4,4,3,4,2,2,2,1,-0.03033,0.426777,69.25,19.9,1.28,0.0354,0.0333,0.321
ARAUS_ARAUS_00317_S14,ARAUS_006351,ARAUS_00317,2,14,37.199,0,1,19,1,2,2,2,2,2,4,4,4,2,0.0,-0.5,51.83,6.94,1.1,0.0316,0.0107,0.348
ARAUS_ARAUS_00317_S15,ARAUS_006062,ARAUS_00317,2,15,36.183,0,1,19,1,1,2,2,2,4,4,4,3,3,-0.383883,-0.426777,61.62,15.8,1.16,0.031,0.0169,0.198
ARAUS_ARAUS_00317_S16,ARAUS_007647,ARAUS_00317,2,16,33.991,0,1,19,1,2,5,5,5,4,1,1,2,5,-0.133883,0.926777,67.36,20.0,1.3,0.0348,0.021,0.268
ARAUS_ARAUS_00317_S17,ARAUS_007620,ARAUS_00317,2,17,36.77,0,1,19,1,4,4,4,4,4,2,1,2,3,0.0,0.603553,68.03,19.5,1.26,0.0358,0.0515,0.24
ARAUS_ARAUS_00317_S18,ARAUS_007138,ARAUS_00317,2,18,36.471,0,1,19,1,2,2,2,2,5,2,4,2,5,-0.31066,-0.207107,77.47,40.3,1.44,0.0482,0.0185,0.0428
ARAUS_ARAUS_00317_S19,ARAUS_005811,ARAUS_00317,2,19,36.975,0,1,19,1,2,4,4,4,4,2,2,1,3,-0.28033,0.573223,71.56,26.5,1.24,0.0397,0.0125,0.288
ARAUS_ARAUS_00317_S20,ARAUS_006264,ARAUS_00317,2,20,36.616,0,1,19,1,4,2,2,1,2,4,5,4,4,0.28033,-0.676777,59.35,13.9,1.23,0.0312,0.0124,0.0695
ARAUS_ARAUS_00317_S21,ARAUS_004773,ARAUS_00317,2,21,33.32,0,1,19,1,4,2,2,2,2,4,4,5,5,0.28033,-0.573223,58.88,12.8,1.09,0.0302,0.0102,0.297
ARAUS_ARAUS_00317_S22,ARAUS_005105,ARAUS_00317,2,22,36.882,0,1,19,1,4,4,2,2,2,2,2,4,3,0.5,0.0,59.43,12.2,1.11,0.0334,0.0103,0.261
ARAUS_ARAUS_00317_S23,ARAUS_006474,ARAUS_00317,2,23,34.439,0,1,19,1,4,2,2,2,2,4,5,5,2,0.28033,-0.676777,52.64,7.41,1.12,0.0268,0.0104,0.247
ARAUS_ARAUS_00317_S24,ARAUS_005869,ARAUS_00317,2,24,36.84,0,1,19,1,2,4,4,5,4,2,2,2,4,-0.28033,0.573223,69.79,24.3,1.32,0.0363,0.0201,0.46
ARAUS_ARAUS_00317_S25,ARAUS_005994,ARAUS_00317,2,25,35.56,0,1,19,1,2,2,2,2,2,4,5,5,3,0.073223,-0.676777,61.21,14.9,1.19,0.0302,0.0162,0.155
ARAUS_ARAUS_00317_S26,ARAUS_000002,ARAUS_00317,-1,26,41.064,1,1,19,1,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00317_S27,ARAUS_007300,ARAUS_00317,2,27,43.751,0,1,19,1,4,4,2,2,2,4,4,4,5,0.353553,-0.353553,53.95,9.12,1.09,0.0261,0.00798,0.0685
ARAUS_ARAUS_00317_S28,ARAUS_007220,ARAUS_00317,2,28,38.896,0,1,19,1,3,2,2,2,4,2,4,4,4,0.042893,-0.353553,71.39,28.3,1.85,0.0328,0.0105,0.035
ARAUS_ARAUS_00317_S29,ARAUS_004671,ARAUS_00317,2,29,35.77,0,1,19,1,4,2,2,2,2,4,5,5,5,0.28033,-0.676777,54.87,9.39,1.22,0.0282,0.0246,0.148
ARAUS_ARAUS_00317_S30,ARAUS_005320,ARAUS_00317,2,30,33.823,0,1,19,1,4,1,2,2,2,4,4,5,5,0.207107,-0.646447,51.73,7.96,1.6,0.018,0.0204,0.065
ARAUS_ARAUS_00317_S31,ARAUS_006562,ARAUS_00317,2,31,32.832,0,1,19,1,2,3,4,4,4,2,2,1,5,-0.353553,0.5,70.39,24.8,1.36,0.0366,0.0108,0.241
ARAUS_ARAUS_00317_S32,ARAUS_004884,ARAUS_00317,2,32,36.575,0,1,19,1,4,4,4,4,3,2,1,1,4,0.03033,0.676777,71.72,24.4,1.16,0.0438,0.0422,0.697
ARAUS_ARAUS_00317_S33,ARAUS_004910,ARAUS_00317,2,33,35.663,0,1,19,1,2,5,4,4,3,2,2,1,3,-0.103553,0.646447,76.61,39.2,1.63,0.0427,0.025,0.382
ARAUS_ARAUS_00317_S34,ARAUS_004580,ARAUS_00317,2,34,37.969,0,1,19,1,4,2,2,2,3,2,5,4,3,0.25,-0.457107,62.08,15.8,1.82,0.0246,0.0248,0.111
ARAUS_ARAUS_00317_S35,ARAUS_004873,ARAUS_00317,2,35,36.536,0,1,19,1,3,4,4,4,3,2,1,1,2,-0.073223,0.676777,72.29,26.6,1.26,0.0424,0.0449,0.638
ARAUS_ARAUS_00317_S36,ARAUS_006209,ARAUS_00317,2,36,35.344,0,1,19,1,4,2,2,2,2,4,5,4,5,0.207107,-0.603553,60.59,14.2,1.13,0.0343,0.00878,0.0835
ARAUS_ARAUS_00317_S37,ARAUS_006218,ARAUS_00317,2,37,35.8,0,1,19,1,2,2,2,2,3,4,5,4,3,-0.103553,-0.603553,62.46,18.1,1.67,0.0265,0.00794,0.0434
ARAUS_ARAUS_00317_S38,ARAUS_007409,ARAUS_00317,2,38,34.047,0,1,19,1,4,2,2,2,3,5,4,5,2,0.103553,-0.646447,53.33,9.08,1.13,0.0264,0.00808,0.15
ARAUS_ARAUS_00317_S39,ARAUS_007630,ARAUS_00317,2,39,34.089,0,1,19,1,4,5,4,5,3,2,1,1,5,0.03033,0.823223,67.41,21.1,1.3,0.0343,0.0262,0.26
ARAUS_ARAUS_00317_S40,ARAUS_004635,ARAUS_00317,2,40,35.656,0,1,19,1,3,1,2,1,2,5,4,4,4,0.03033,-0.71967,64.72,20.5,1.64,0.029,0.0098,0.0713
ARAUS_ARAUS_00317_S41,ARAUS_004793,ARAUS_00317,2,41,36.064,0,1,19,1,4,2,2,1,1,4,5,5,4,0.457107,-0.75,58.76,12.7,1.09,0.0303,0.00738,0.294
ARAUS_ARAUS_00317_S42,ARAUS_006023,ARAUS_00317,2,42,38.0,0,1,19,1,4,3,2,4,5,3,2,2,2,-0.25,0.146447,61.57,14.8,1.15,0.0322,0.0168,0.161
ARAUS_ARAUS_00317_S43,ARAUS_007368,ARAUS_00317,2,43,35.712,0,1,19,1,4,1,2,2,2,5,5,4,4,0.06066,-0.75,52.73,8.41,0.988,0.0274,0.00798,0.173
ARAUS_ARAUS_00317_S44,ARAUS_006776,ARAUS_00317,2,44,33.688,0,1,19,1,2,4,4,4,4,2,1,1,4,-0.28033,0.676777,69.72,22.2,1.2,0.0427,0.0157,0.19
ARAUS_ARAUS_00317_S45,ARAUS_000002,ARAUS_00317,-1,45,37.2,0,1,19,1,2,4,4,5,3,1,2,3,5,-0.03033,0.573223,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00318_S01,ARAUS_000003,ARAUS_00318,-1,1,86.432,0,1,19,1,2,5,5,4,3,1,1,1,2,-0.03033,0.926777,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00318_S02,ARAUS_008928,ARAUS_00318,3,2,64.177,0,1,19,1,4,3,2,1,2,2,4,4,4,0.5,-0.353553,60.94,15.3,1.33,0.0287,0.0148,0.39
ARAUS_ARAUS_00318_S03,ARAUS_010026,ARAUS_00318,3,3,62.321,0,1,19,1,4,3,3,1,1,2,4,5,3,0.676777,-0.323223,49.88,6.36,1.0,0.023,0.0163,0.0992
ARAUS_ARAUS_00318_S04,ARAUS_010546,ARAUS_00318,3,4,64.008,0,1,19,1,2,3,4,3,3,2,3,2,3,-0.103553,0.25,63.13,18.1,1.48,0.0283,0.00908,0.0508
ARAUS_ARAUS_00318_S05,ARAUS_011368,ARAUS_00318,3,5,60.127,0,1,19,1,3,3,2,1,2,2,4,4,4,0.396447,-0.353553,62.85,16.7,1.32,0.0296,0.00941,0.295
ARAUS_ARAUS_00318_S06,ARAUS_012870,ARAUS_00318,3,6,47.801,0,1,19,1,4,4,4,1,2,1,1,4,5,0.646447,0.31066,69.43,19.6,1.33,0.041,0.129,0.548
ARAUS_ARAUS_00318_S07,ARAUS_009748,ARAUS_00318,3,7,51.92,0,1,19,1,1,3,1,1,4,2,4,2,1,-0.164214,-0.31066,68.13,21.3,1.31,0.04,0.0187,0.373
ARAUS_ARAUS_00318_S08,ARAUS_011691,ARAUS_00318,3,8,56.66,0,1,19,1,2,1,1,1,2,4,5,3,3,-0.073223,-0.78033,75.43,36.6,1.02,0.0546,0.0168,0.253
ARAUS_ARAUS_00318_S09,ARAUS_009342,ARAUS_00318,3,9,49.479,0,1,19,1,2,3,1,1,4,3,4,3,5,-0.06066,-0.457107,60.64,9.75,2.46,0.0685,0.0063,0.216
ARAUS_ARAUS_00318_S10,ARAUS_010212,ARAUS_00318,3,10,60.565,0,1,19,1,2,3,2,3,4,2,4,2,1,-0.207107,-0.06066,71.37,26.3,1.11,0.0455,0.024,0.248
ARAUS_ARAUS_00318_S11,ARAUS_011070,ARAUS_00318,3,11,48.847,0,1,19,1,2,3,3,1,4,2,4,2,2,-0.06066,-0.103553,59.77,13.9,1.89,0.0192,0.0121,0.0856
ARAUS_ARAUS_00318_S12,ARAUS_010320,ARAUS_00318,3,12,56.911,0,1,19,1,3,2,2,1,2,4,4,4,4,0.176777,-0.573223,66.84,20.5,1.17,0.0379,0.0126,0.203
ARAUS_ARAUS_00318_S13,ARAUS_012197,ARAUS_00318,3,13,44.641,0,1,19,1,4,3,2,1,2,2,4,4,3,0.5,-0.353553,58.46,10.8,1.2,0.0312,0.0188,0.194
ARAUS_ARAUS_00318_S14,ARAUS_010927,ARAUS_00318,3,14,47.313,0,1,19,1,4,3,1,1,1,5,5,5,5,0.457107,-0.853553,47.19,5.2,1.89,0.0244,0.0225,0.0412
ARAUS_ARAUS_00318_S15,ARAUS_013093,ARAUS_00318,3,15,43.778,0,1,19,1,5,3,1,1,1,4,5,5,4,0.633883,-0.78033,56.2,9.35,1.09,0.0304,0.00727,0.0374
ARAUS_ARAUS_00318_S16,ARAUS_000003,ARAUS_00318,-1,16,45.333,1,1,19,1,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00318_S17,ARAUS_012426,ARAUS_00318,3,17,47.516,0,1,19,1,2,3,4,4,4,2,3,1,2,-0.353553,0.396447,67.03,18.9,1.25,0.0429,0.016,0.28
ARAUS_ARAUS_00318_S18,ARAUS_008966,ARAUS_00318,3,18,42.812,0,1,19,1,5,3,1,1,1,5,5,5,5,0.56066,-0.853553,62.1,16.3,1.3,0.0305,0.00945,0.0594
ARAUS_ARAUS_00318_S19,ARAUS_009009,ARAUS_00318,3,19,58.4,0,1,19,1,4,2,2,1,2,4,4,5,4,0.353553,-0.646447,60.92,15.8,1.45,0.0273,0.00923,0.0528
ARAUS_ARAUS_00318_S20,ARAUS_009930,ARAUS_00318,3,20,53.026,0,1,19,1,5,3,1,1,3,4,4,4,3,0.353553,-0.603553,57.57,11.3,0.985,0.0319,0.00846,0.105
ARAUS_ARAUS_00318_S21,ARAUS_010434,ARAUS_00318,3,21,40.07,0,1,19,1,2,4,4,4,5,1,1,1,4,-0.31066,0.75,65.15,19.5,1.33,0.0328,0.0172,0.408
ARAUS_ARAUS_00318_S22,ARAUS_009678,ARAUS_00318,3,22,49.048,0,1,19,1,1,3,3,4,5,1,2,1,2,-0.487437,0.46967,69.19,22.4,1.76,0.0375,0.00997,0.282
ARAUS_ARAUS_00318_S23,ARAUS_011778,ARAUS_00318,3,23,48.24,0,1,19,1,1,3,4,4,4,1,1,1,1,-0.383883,0.676777,65.98,21.6,1.6,0.03,0.00981,0.0836
ARAUS_ARAUS_00318_S24,ARAUS_010330,ARAUS_00318,3,24,63.007,0,1,19,1,2,3,1,1,2,3,4,3,3,0.146447,-0.457107,68.21,22.5,1.2,0.0391,0.0121,0.185
ARAUS_ARAUS_00318_S25,ARAUS_012181,ARAUS_00318,3,25,40.305,0,1,19,1,1,3,2,3,5,2,4,1,1,-0.487437,0.012563,66.22,21.8,1.9,0.0255,0.0114,0.0317
ARAUS_ARAUS_00318_S26,ARAUS_011290,ARAUS_00318,3,26,45.976,0,1,19,1,2,4,4,4,4,1,2,3,1,-0.06066,0.5,53.33,8.97,1.32,0.0218,0.0127,0.423
ARAUS_ARAUS_00318_S27,ARAUS_008985,ARAUS_00318,3,27,45.553,0,1,19,1,1,2,2,3,5,3,3,1,1,-0.633883,-0.03033,63.24,18.6,1.84,0.0265,0.0179,0.0457
ARAUS_ARAUS_00318_S28,ARAUS_012586,ARAUS_00318,3,28,51.878,0,1,19,1,3,2,3,2,2,2,4,3,5,0.176777,-0.176777,59.09,10.6,1.44,0.0238,0.033,0.294
ARAUS_ARAUS_00318_S29,ARAUS_009618,ARAUS_00318,3,29,47.921,0,1,19,1,1,2,2,4,5,5,3,1,3,-0.853553,-0.103553,68.86,20.1,1.25,0.0429,0.0215,0.693
ARAUS_ARAUS_00318_S30,ARAUS_013177,ARAUS_00318,3,30,86.639,0,1,19,1,5,2,1,1,2,4,4,4,5,0.383883,-0.676777,60.59,12.8,1.13,0.035,0.0103,0.0801
ARAUS_ARAUS_00318_S31,ARAUS_012401,ARAUS_00318,3,31,38.68,0,1,19,1,1,3,4,4,4,2,2,1,1,-0.457107,0.5,71.43,29.6,1.24,0.0534,0.0145,0.667
ARAUS_ARAUS_00318_S32,ARAUS_010446,ARAUS_00318,3,32,188.031,0,1,19,1,2,2,1,3,4,2,4,2,1,-0.28033,-0.237437,67.98,24.3,1.77,0.0305,0.0133,0.039
ARAUS_ARAUS_00318_S33,ARAUS_009145,ARAUS_00318,3,33,117.592,0,1,19,1,4,3,2,1,2,4,4,4,3,0.353553,-0.5,60.32,15.0,1.13,0.0312,0.00963,0.288
ARAUS_ARAUS_00318_S34,ARAUS_009007,ARAUS_00318,3,34,68.583,0,1,19,1,4,2,2,2,1,3,4,4,3,0.383883,-0.426777,60.89,15.6,1.38,0.0286,0.00933,0.0537
ARAUS_ARAUS_00318_S35,ARAUS_012160,ARAUS_00318,3,35,59.408,0,1,19,1,1,3,4,4,4,2,2,1,1,-0.457107,0.5,67.12,23.6,1.79,0.0285,0.0122,0.0443
ARAUS_ARAUS_00318_S36,ARAUS_013255,ARAUS_00318,3,36,49.552,0,1,19,1,4,2,2,2,4,2,4,2,2,0.0,-0.207107,53.63,8.23,1.12,0.025,0.0605,0.11
ARAUS_ARAUS_00318_S37,ARAUS_012660,ARAUS_00318,3,37,48.304,0,1,19,1,3,3,2,1,2,2,4,4,4,0.396447,-0.353553,58.29,11.1,1.48,0.0227,0.0205,0.153
ARAUS_ARAUS_00318_S38,ARAUS_011950,ARAUS_00318,3,38,47.28,0,1,19,1,1,2,3,3,4,2,4,1,5,-0.457107,0.042893,73.49,36.1,1.92,0.0327,0.0118,0.372
ARAUS_ARAUS_00318_S39,ARAUS_011817,ARAUS_00318,3,39,48.961,0,1,19,1,2,3,4,4,4,2,2,1,1,-0.353553,0.5,69.4,22.8,1.04,0.0446,0.0228,0.298
ARAUS_ARAUS_00318_S40,ARAUS_012112,ARAUS_00318,3,40,55.873,0,1,19,1,1,2,2,4,5,2,3,1,1,-0.633883,0.116117,69.52,24.1,1.31,0.041,0.0291,0.203
ARAUS_ARAUS_00318_S41,ARAUS_011867,ARAUS_00318,3,41,53.878,0,1,19,1,1,3,2,3,5,3,4,1,1,-0.56066,-0.06066,72.71,32.3,1.92,0.0368,0.0331,0.0823
ARAUS_ARAUS_00318_S42,ARAUS_011616,ARAUS_00318,3,42,49.138,0,1,19,1,4,3,3,2,2,2,4,3,3,0.353553,-0.103553,66.63,21.4,1.31,0.035,0.0201,0.264
ARAUS_ARAUS_00318_S43,ARAUS_010280,ARAUS_00318,3,43,62.151,0,1,19,1,3,2,2,2,3,2,4,2,4,0.0,-0.207107,67.05,21.6,1.19,0.0376,0.0115,0.247
ARAUS_ARAUS_00318_S44,ARAUS_013295,ARAUS_00318,3,44,102.664,0,1,19,1,4,3,2,2,1,4,4,4,5,0.383883,-0.426777,52.64,7.72,1.03,0.0255,0.0131,0.0911
ARAUS_ARAUS_00318_S45,ARAUS_000003,ARAUS_00318,-1,45,56.743,0,1,19,1,2,5,4,4,3,1,1,1,2,-0.03033,0.823223,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00319_S01,ARAUS_000004,ARAUS_00319,-1,1,113.918,0,1,37,1,3,4,4,3,2,1,2,2,4,0.25,0.5,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00319_S02,ARAUS_014754,ARAUS_00319,4,2,68.128,0,1,37,1,3,2,1,1,2,4,5,3,4,0.103553,-0.707107,67.94,22.7,1.37,0.0375,0.0183,0.154
ARAUS_ARAUS_00319_S03,ARAUS_016300,ARAUS_00319,4,3,90.532,0,1,37,1,4,4,2,2,2,2,4,3,4,0.426777,-0.133883,73.38,27.9,1.36,0.0459,0.0176,0.286
ARAUS_ARAUS_00319_S04,ARAUS_014839,ARAUS_00319,4,4,85.387,0,1,37,1,2,2,3,2,4,4,4,2,2,-0.353553,-0.25,67.01,21.6,1.5,0.0316,0.0289,0.26
ARAUS_ARAUS_00319_S05,ARAUS_013445,ARAUS_00319,4,5,65.927,0,1,37,1,4,3,3,2,2,2,4,4,4,0.426777,-0.176777,63.38,16.8,1.32,0.0312,0.0165,0.476
ARAUS_ARAUS_00319_S06,ARAUS_013848,ARAUS_00319,4,6,90.439,0,1,37,1,1,2,2,2,5,2,4,2,3,-0.414214,-0.207107,63.12,16.7,1.34,0.0367,0.0194,0.333
ARAUS_ARAUS_00319_S07,ARAUS_014234,ARAUS_00319,4,7,87.989,0,1,37,1,2,4,4,3,3,2,2,1,4,-0.103553,0.5,70.85,29.5,1.74,0.0289,0.0225,0.257
ARAUS_ARAUS_00319_S08,ARAUS_014426,ARAUS_00319,4,8,80.038,0,1,37,1,4,2,1,1,1,3,4,4,4,0.457107,-0.603553,56.96,12.3,1.18,0.0264,0.00802,0.156
ARAUS_ARAUS_00319_S09,ARAUS_014587,ARAUS_00319,4,9,79.553,0,1,37,1,4,4,4,2,2,2,2,3,5,0.426777,0.28033,61.48,11.8,1.89,0.0167,0.024,0.451
ARAUS_ARAUS_00319_S10,ARAUS_015596,ARAUS_00319,4,10,67.901,0,1,37,1,3,4,3,2,2,2,1,2,4,0.25,0.353553,59.14,13.4,1.33,0.0263,0.0114,0.215
ARAUS_ARAUS_00319_S11,ARAUS_015898,ARAUS_00319,4,11,67.312,0,1,37,1,2,4,4,2,3,2,2,2,3,0.042893,0.353553,69.43,23.3,1.44,0.0395,0.0403,0.206
ARAUS_ARAUS_00319_S12,ARAUS_015946,ARAUS_00319,4,12,70.601,0,1,37,1,2,3,3,4,4,2,2,1,3,-0.353553,0.396447,70.16,26.0,1.48,0.037,0.0185,0.11
ARAUS_ARAUS_00319_S13,ARAUS_014901,ARAUS_00319,4,13,67.406,0,1,37,1,4,3,1,2,2,2,4,4,4,0.426777,-0.383883,56.48,11.0,1.19,0.0274,0.00836,0.0971
ARAUS_ARAUS_00319_S14,ARAUS_016845,ARAUS_00319,4,14,67.584,0,1,37,1,4,4,2,2,2,2,3,3,4,0.426777,-0.03033,62.23,14.9,1.21,0.0323,0.0247,0.203
ARAUS_ARAUS_00319_S15,ARAUS_015081,ARAUS_00319,4,15,66.623,0,1,37,1,2,1,2,3,3,5,5,3,2,-0.396447,-0.603553,57.55,12.3,1.12,0.0298,0.00812,0.0435
ARAUS_ARAUS_00319_S16,ARAUS_013486,ARAUS_00319,4,16,82.022,0,1,37,1,2,2,2,3,4,2,4,2,2,-0.28033,-0.133883,64.43,18.2,1.29,0.0334,0.011,0.445
ARAUS_ARAUS_00319_S17,ARAUS_016109,ARAUS_00319,4,17,56.497,0,1,37,1,3,4,4,2,3,2,1,2,5,0.146447,0.457107,67.01,20.6,1.23,0.0397,0.0176,0.365
ARAUS_ARAUS_00319_S18,ARAUS_014514,ARAUS_00319,4,18,53.992,0,1,37,1,4,4,2,2,2,2,2,4,4,0.5,0.0,56.18,11.2,1.89,0.018,0.0103,0.0722
ARAUS_ARAUS_00319_S19,ARAUS_016790,ARAUS_00319,4,19,71.281,0,1,37,1,2,1,2,3,3,4,4,2,3,-0.396447,-0.353553,62.37,16.6,1.13,0.0335,0.0103,0.358
ARAUS_ARAUS_00319_S20,ARAUS_014891,ARAUS_00319,4,20,51.431,0,1,37,1,4,3,2,2,2,2,2,4,4,0.426777,-0.073223,51.92,8.45,1.04,0.0242,0.00964,0.134
ARAUS_ARAUS_00319_S21,ARAUS_015209,ARAUS_00319,4,21,56.246,0,1,37,1,2,2,2,2,3,5,5,3,4,-0.25,-0.603553,59.72,14.0,1.18,0.0306,0.0123,0.0364
ARAUS_ARAUS_00319_S22,ARAUS_015293,ARAUS_00319,4,22,75.917,0,1,37,1,2,3,3,2,4,3,2,2,5,-0.207107,0.103553,72.13,32.6,1.53,0.0354,0.0116,0.109
ARAUS_ARAUS_00319_S23,ARAUS_015508,ARAUS_00319,4,23,70.047,0,1,37,1,2,2,3,4,3,4,3,2,4,-0.396447,0.0,67.86,24.2,2.04,0.0262,0.00978,0.0832
ARAUS_ARAUS_00319_S24,ARAUS_000004,ARAUS_00319,-1,24,41.088,1,1,37,1,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00319_S25,ARAUS_017457,ARAUS_00319,4,25,65.865,0,1,37,1,3,3,3,2,2,2,2,3,4,0.25,0.103553,60.18,14.2,1.18,0.0296,0.0158,0.248
ARAUS_ARAUS_00319_S26,ARAUS_015566,ARAUS_00319,4,26,52.932,0,1,37,1,2,4,3,2,2,2,1,3,4,0.21967,0.28033,58.71,13.5,1.22,0.0256,0.013,0.245
ARAUS_ARAUS_00319_S27,ARAUS_017607,ARAUS_00319,4,27,67.11,0,1,37,1,4,3,3,2,2,2,2,3,4,0.353553,0.103553,65.84,15.8,1.2,0.0442,0.0345,0.283
ARAUS_ARAUS_00319_S28,ARAUS_014841,ARAUS_00319,4,28,71.665,0,1,37,1,2,3,2,2,3,4,4,2,4,-0.176777,-0.28033,65.49,19.6,1.39,0.03,0.0302,0.288
ARAUS_ARAUS_00319_S29,ARAUS_015724,ARAUS_00319,4,29,46.64,0,1,37,1,4,4,4,2,1,1,2,3,5,0.603553,0.353553,67.78,21.2,2.05,0.0239,0.152,0.158
ARAUS_ARAUS_00319_S30,ARAUS_015914,ARAUS_00319,4,30,56.96,0,1,37,1,2,2,2,4,5,3,2,1,4,-0.603553,0.146447,70.0,24.5,1.41,0.0404,0.0225,0.273
ARAUS_ARAUS_00319_S31,ARAUS_015834,ARAUS_00319,4,31,43.558,0,1,37,1,4,4,4,2,2,2,2,3,5,0.426777,0.28033,60.03,14.2,1.7,0.0237,0.0177,0.19
ARAUS_ARAUS_00319_S32,ARAUS_015714,ARAUS_00319,4,32,48.399,0,1,37,1,4,4,5,2,2,1,2,3,5,0.5,0.457107,67.17,16.5,1.66,0.0226,0.0367,0.679
ARAUS_ARAUS_00319_S33,ARAUS_014220,ARAUS_00319,4,33,64.659,0,1,37,1,1,2,4,5,5,3,3,1,2,-0.78033,0.323223,72.55,35.2,1.26,0.0371,0.0219,2.5
