clip_id,dataset_id,recording,audio_asset,licence_spdx,n_responses,n_sources,mean_annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_sc126_1,DeLTA,sc126_1.mp3,DeLTA_mp3_boost_8dB/sc126_1.mp3,CC-BY-4.0,4,5,2.25,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_Mc312_2,DeLTA,Mc312_2.mp3,DeLTA_mp3_boost_8dB/Mc312_2.mp3,CC-BY-4.0,4,3,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SM504_1,DeLTA,SM504_1.mp3,DeLTA_mp3_boost_8dB/SM504_1.mp3,CC-BY-4.0,4,3,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_MC532_1,DeLTA,MC532_1.mp3,DeLTA_mp3_boost_8dB/MC532_1.mp3,CC-BY-4.0,4,2,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_tm202_1,DeLTA,tm202_1.mp3,DeLTA_mp3_boost_8dB/tm202_1.mp3,CC-BY-4.0,4,5,3.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
DeLTA_RS437_2,DeLTA,RS437_2.mp3,DeLTA_mp3_boost_8dB/RS437_2.mp3,CC-BY-4.0,4,5,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_RP315_2,DeLTA,RP315_2.mp3,DeLTA_mp3_boost_8dB/RP315_2.mp3,CC-BY-4.0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
DeLTA_ET204_3,DeLTA,ET204_3.mp3,DeLTA_mp3_boost_8dB/ET204_3.mp3,CC-BY-4.0,4,4,3.25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf220_2,DeLTA,Rf220_2.mp3,DeLTA_mp3_boost_8dB/Rf220_2.mp3,CC-BY-4.0,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DeLTA_MG114_2,DeLTA,MG114_2.mp3,DeLTA_mp3_boost_8dB/MG114_2.mp3,CC-BY-4.0,4,4,2.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_Rf216_2,DeLTA,Rf216_2.mp3,DeLTA_mp3_boost_8dB/Rf216_2.mp3,CC-BY-4.0,4,4,2.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_Rs314_1,DeLTA,Rs314_1.mp3,DeLTA_mp3_boost_8dB/Rs314_1.mp3,CC-BY-4.0,4,4,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_sr124_1,DeLTA,sr124_1.mp3,DeLTA_mp3_boost_8dB/sr124_1.mp3,CC-BY-4.0,4,5,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Rf201_1,DeLTA,Rf201_1.mp3,DeLTA_mp3_boost_8dB/Rf201_1.mp3,CC-BY-4.0,4,1,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rp129_2,DeLTA,Rp129_2.mp3,DeLTA_mp3_boost_8dB/Rp129_2.mp3,CC-BY-4.0,4,1,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_sr118_2,DeLTA,sr118_2.mp3,DeLTA_mp3_boost_8dB/sr118_2.mp3,CC-BY-4.0,4,4,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SC214_2,DeLTA,SC214_2.mp3,DeLTA_mp3_boost_8dB/SC214_2.mp3,CC-BY-4.0,4,3,3.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_sr110_1,DeLTA,sr110_1.mp3,DeLTA_mp3_boost_8dB/sr110_1.mp3,CC-BY-4.0,4,4,2.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_RP317_2,DeLTA,RP317_2.mp3,DeLTA_mp3_boost_8dB/RP317_2.mp3,CC-BY-4.0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_SR208_1,DeLTA,SR208_1.mp3,DeLTA_mp3_boost_8dB/SR208_1.mp3,CC-BY-4.0,4,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_MC506_2,DeLTA,MC506_2.mp3,DeLTA_mp3_boost_8dB/MC506_2.mp3,CC-BY-4.0,4,5,4.5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DeLTA_Mc328_2,DeLTA,Mc328_2.mp3,DeLTA_mp3_boost_8dB/Mc328_2.mp3,CC-BY-4.0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_NP123_1,DeLTA,NP123_1.mp3,DeLTA_mp3_boost_8dB/NP123_1.mp3,CC-BY-4.0,4,5,2.75,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_tm333_2,DeLTA,tm333_2.mp3,DeLTA_mp3_boost_8dB/tm333_2.mp3,CC-BY-4.0,4,5,3.75,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_Ts405_1,DeLTA,Ts405_1.mp3,DeLTA_mp3_boost_8dB/Ts405_1.mp3,CC-BY-4.0,4,5,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RS421_1,DeLTA,RS421_1.mp3,DeLTA_mp3_boost_8dB/RS421_1.mp3,CC-BY-4.0,4,3,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
DeLTA_tm205_1,DeLTA,tm205_1.mp3,DeLTA_mp3_boost_8dB/tm205_1.mp3,CC-BY-4.0,4,6,5.5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
DeLTA_CT407_2,DeLTA,CT407_2.mp3,DeLTA_mp3_boost_8dB/CT407_2.mp3,CC-BY-4.0,4,3,4.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc316_1,DeLTA,Mc316_1.mp3,DeLTA_mp3_boost_8dB/Mc316_1.mp3,CC-BY-4.0,4,3,2.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_SC204_1,DeLTA,SC204_1.mp3,DeLTA_mp3_boost_8dB/SC204_1.mp3,CC-BY-4.0,4,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_2cv14_2,DeLTA,2cv14_2.mp3,DeLTA_mp3_boost_8dB/2cv14_2.mp3,CC-BY-4.0,4,4,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_RP312_2,DeLTA,RP312_2.mp3,DeLTA_mp3_boost_8dB/RP312_2.mp3,CC-BY-4.0,3,0,6.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_MC502_1,DeLTA,MC502_1.mp3,DeLTA_mp3_boost_8dB/MC502_1.mp3,CC-BY-4.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_Rf109_1,DeLTA,Rf109_1.mp3,DeLTA_mp3_boost_8dB/Rf109_1.mp3,CC-BY-4.0,3,3,2.33333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_bib3_1,DeLTA,bib3_1.mp3,DeLTA_mp3_boost_8dB/bib3_1.mp3,CC-BY-4.0,3,5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_SR231_2,DeLTA,SR231_2.mp3,DeLTA_mp3_boost_8dB/SR231_2.mp3,CC-BY-4.0,3,3,5.33333,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET115_1,DeLTA,ET115_1.mp3,DeLTA_mp3_boost_8dB/ET115_1.mp3,CC-BY-4.0,3,5,6.33333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
DeLTA_Mc332_1,DeLTA,Mc332_1.mp3,DeLTA_mp3_boost_8dB/Mc332_1.mp3,CC-BY-4.0,3,3,3.66667,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_TS503_2,DeLTA,TS503_2.mp3,DeLTA_mp3_boost_8dB/TS503_2.mp3,CC-BY-4.0,3,2,3.33333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_RF333_2,DeLTA,RF333_2.mp3,DeLTA_mp3_boost_8dB/RF333_2.mp3,CC-BY-4.0,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts208_1,DeLTA,ts208_1.mp3,DeLTA_mp3_boost_8dB/ts208_1.mp3,CC-BY-4.0,3,3,1.33333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_CT543_1,DeLTA,CT543_1.mp3,DeLTA_mp3_boost_8dB/CT543_1.mp3,CC-BY-4.0,4,4,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_Rs114_1,DeLTA,Rs114_1.mp3,DeLTA_mp3_boost_8dB/Rs114_1.mp3,CC-BY-4.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_ET409_1,DeLTA,ET409_1.mp3,DeLTA_mp3_boost_8dB/ET409_1.mp3,CC-BY-4.0,4,3,1.5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ts206_1,DeLTA,ts206_1.mp3,DeLTA_mp3_boost_8dB/ts206_1.mp3,CC-BY-4.0,4,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ML131_6,DeLTA,ML131_6.mp3,DeLTA_mp3_boost_8dB/ML131_6.mp3,CC-BY-4.0,4,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_SC208_1,DeLTA,SC208_1.mp3,DeLTA_mp3_boost_8dB/SC208_1.mp3,CC-BY-4.0,4,2,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rf211_2,DeLTA,Rf211_2.mp3,DeLTA_mp3_boost_8dB/Rf211_2.mp3,CC-BY-4.0,4,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
DeLTA_cp4_2,DeLTA,cp4_2.mp3,DeLTA_mp3_boost_8dB/cp4_2.mp3,CC-BY-4.0,4,2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_MG104_2,DeLTA,MG104_2.mp3,DeLTA_mp3_boost_8dB/MG104_2.mp3,CC-BY-4.0,4,7,1.25,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
DeLTA_Rf207_1,DeLTA,Rf207_1.mp3,DeLTA_mp3_boost_8dB/Rf207_1.mp3,CC-BY-4.0,4,4,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_Mc122_1,DeLTA,Mc122_1.mp3,DeLTA_mp3_boost_8dB/Mc122_1.mp3,CC-BY-4.0,4,4,4.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_MG110_1,DeLTA,MG110_1.mp3,DeLTA_mp3_boost_8dB/MG110_1.mp3,CC-BY-4.0,4,4,3.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_ML133_3,DeLTA,ML133_3.mp3,DeLTA_mp3_boost_8dB/ML133_3.mp3,CC-BY-4.0,4,4,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_m24_2,DeLTA,m24_2.mp3,DeLTA_mp3_boost_8dB/m24_2.mp3,CC-BY-4.0,4,4,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_Rp217_1,DeLTA,Rp217_1.mp3,DeLTA_mp3_boost_8dB/Rp217_1.mp3,CC-BY-4.0,4,3,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_ML112_1,DeLTA,ML112_1.mp3,DeLTA_mp3_boost_8dB/ML112_1.mp3,CC-BY-4.0,4,6,4.75,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_ET301_2,DeLTA,ET301_2.mp3,DeLTA_mp3_boost_8dB/ET301_2.mp3,CC-BY-4.0,4,6,4.75,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_TM422_2,DeLTA,TM422_2.mp3,DeLTA_mp3_boost_8dB/TM422_2.mp3,CC-BY-4.0,4,2,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET219_1,DeLTA,ET219_1.mp3,DeLTA_mp3_boost_8dB/ET219_1.mp3,CC-BY-4.0,4,6,6,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_cv210_2,DeLTA,cv210_2.mp3,DeLTA_mp3_boost_8dB/cv210_2.mp3,CC-BY-4.0,4,3,3.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SR217_2,DeLTA,SR217_2.mp3,DeLTA_mp3_boost_8dB/SR217_2.mp3,CC-BY-4.0,4,2,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc405_2,DeLTA,Mc405_2.mp3,DeLTA_mp3_boost_8dB/Mc405_2.mp3,CC-BY-4.0,4,2,4.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc329_1,DeLTA,Mc329_1.mp3,DeLTA_mp3_boost_8dB/Mc329_1.mp3,CC-BY-4.0,4,5,4.5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_ET211_2,DeLTA,ET211_2.mp3,DeLTA_mp3_boost_8dB/ET211_2.mp3,CC-BY-4.0,4,3,6.75,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_CT414_2,DeLTA,CT414_2.mp3,DeLTA_mp3_boost_8dB/CT414_2.mp3,CC-BY-4.0,4,2,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_RS412_1,DeLTA,RS412_1.mp3,DeLTA_mp3_boost_8dB/RS412_1.mp3,CC-BY-4.0,4,2,4.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_sc107_2,DeLTA,sc107_2.mp3,DeLTA_mp3_boost_8dB/sc107_2.mp3,CC-BY-4.0,4,3,4.75,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_MG103_2,DeLTA,MG103_2.mp3,DeLTA_mp3_boost_8dB/MG103_2.mp3,CC-BY-4.0,4,3,3.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_ET214_2,DeLTA,ET214_2.mp3,DeLTA_mp3_boost_8dB/ET214_2.mp3,CC-BY-4.0,4,3,4.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rp220_2,DeLTA,Rp220_2.mp3,DeLTA_mp3_boost_8dB/Rp220_2.mp3,CC-BY-4.0,4,4,4.75,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_MG332_1,DeLTA,MG332_1.mp3,DeLTA_mp3_boost_8dB/MG332_1.mp3,CC-BY-4.0,4,2,5.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SC217_2,DeLTA,SC217_2.mp3,DeLTA_mp3_boost_8dB/SC217_2.mp3,CC-BY-4.0,4,3,4.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_CT325_2,DeLTA,CT325_2.mp3,DeLTA_mp3_boost_8dB/CT325_2.mp3,CC-BY-4.0,4,4,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts220_1,DeLTA,ts220_1.mp3,DeLTA_mp3_boost_8dB/ts220_1.mp3,CC-BY-4.0,4,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_m111_2,DeLTA,m111_2.mp3,DeLTA_mp3_boost_8dB/m111_2.mp3,CC-BY-4.0,4,6,5.75,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_NP133_2,DeLTA,NP133_2.mp3,DeLTA_mp3_boost_8dB/NP133_2.mp3,CC-BY-4.0,4,5,3.25,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_ML213_1,DeLTA,ML213_1.mp3,DeLTA_mp3_boost_8dB/ML213_1.mp3,CC-BY-4.0,4,4,6.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_ts322_1,DeLTA,ts322_1.mp3,DeLTA_mp3_boost_8dB/ts322_1.mp3,CC-BY-4.0,4,5,3.25,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SM514_2,DeLTA,SM514_2.mp3,DeLTA_mp3_boost_8dB/SM514_2.mp3,CC-BY-4.0,4,2,4.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RS435_2,DeLTA,RS435_2.mp3,DeLTA_mp3_boost_8dB/RS435_2.mp3,CC-BY-4.0,4,4,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc129_2,DeLTA,Mc129_2.mp3,DeLTA_mp3_boost_8dB/Mc129_2.mp3,CC-BY-4.0,4,3,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_SC201_1,DeLTA,SC201_1.mp3,DeLTA_mp3_boost_8dB/SC201_1.mp3,CC-BY-4.0,4,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_PL329_2,DeLTA,PL329_2.mp3,DeLTA_mp3_boost_8dB/PL329_2.mp3,CC-BY-4.0,4,4,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
DeLTA_SM309_1,DeLTA,SM309_1.mp3,DeLTA_mp3_boost_8dB/SM309_1.mp3,CC-BY-4.0,4,4,3.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_CT520_1,DeLTA,CT520_1.mp3,DeLTA_mp3_boost_8dB/CT520_1.mp3,CC-BY-4.0,4,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_ts204_1,DeLTA,ts204_1.mp3,DeLTA_mp3_boost_8dB/ts204_1.mp3,CC-BY-4.0,4,5,1.25,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_sr132_1,DeLTA,sr132_1.mp3,DeLTA_mp3_boost_8dB/sr132_1.mp3,CC-BY-4.0,4,5,3.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_MG213_1,DeLTA,MG213_1.mp3,DeLTA_mp3_boost_8dB/MG213_1.mp3,CC-BY-4.0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
DeLTA_Mc103_1,DeLTA,Mc103_1.mp3,DeLTA_mp3_boost_8dB/Mc103_1.mp3,CC-BY-4.0,4,4,1.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DeLTA_RP302_2,DeLTA,RP302_2.mp3,DeLTA_mp3_boost_8dB/RP302_2.mp3,CC-BY-4.0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rp131_1,DeLTA,Rp131_1.mp3,DeLTA_mp3_boost_8dB/Rp131_1.mp3,CC-BY-4.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_tm221_2,DeLTA,tm221_2.mp3,DeLTA_mp3_boost_8dB/tm221_2.mp3,CC-BY-4.0,4,3,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
DeLTA_RS427_1,DeLTA,RS427_1.mp3,DeLTA_mp3_boost_8dB/RS427_1.mp3,CC-BY-4.0,4,4,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_SM501_2,DeLTA,SM501_2.mp3,DeLTA_mp3_boost_8dB/SM501_2.mp3,CC-BY-4.0,4,3,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_MC534_2,DeLTA,MC534_2.mp3,DeLTA_mp3_boost_8dB/MC534_2.mp3,CC-BY-4.0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_Pl119_1,DeLTA,Pl119_1.mp3,DeLTA_mp3_boost_8dB/Pl119_1.mp3,CC-BY-4.0,4,4,2.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_tm127_1,DeLTA,tm127_1.mp3,DeLTA_mp3_boost_8dB/tm127_1.mp3,CC-BY-4.0,4,2,2.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_TS517_2,DeLTA,TS517_2.mp3,DeLTA_mp3_boost_8dB/TS517_2.mp3,CC-BY-4.0,4,2,3.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rp110_1,DeLTA,Rp110_1.mp3,DeLTA_mp3_boost_8dB/Rp110_1.mp3,CC-BY-4.0,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_MC525_1,DeLTA,MC525_1.mp3,DeLTA_mp3_boost_8dB/MC525_1.mp3,CC-BY-4.0,4,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_SM412_1,DeLTA,SM412_1.mp3,DeLTA_mp3_boost_8dB/SM412_1.mp3,CC-BY-4.0,4,1,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_PL439_1,DeLTA,PL439_1.mp3,DeLTA_mp3_boost_8dB/PL439_1.mp3,CC-BY-4.0,4,3,2.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rs102_2,DeLTA,Rs102_2.mp3,DeLTA_mp3_boost_8dB/Rs102_2.mp3,CC-BY-4.0,4,4,3.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
DeLTA_SR224_2,DeLTA,SR224_2.mp3,DeLTA_mp3_boost_8dB/SR224_2.mp3,CC-BY-4.0,4,3,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ML111_4,DeLTA,ML111_4.mp3,DeLTA_mp3_boost_8dB/ML111_4.mp3,CC-BY-4.0,4,4,5.5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts314_1,DeLTA,ts314_1.mp3,DeLTA_mp3_boost_8dB/ts314_1.mp3,CC-BY-4.0,4,3,2.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_MC517_2,DeLTA,MC517_2.mp3,DeLTA_mp3_boost_8dB/MC517_2.mp3,CC-BY-4.0,4,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RS427_2,DeLTA,RS427_2.mp3,DeLTA_mp3_boost_8dB/RS427_2.mp3,CC-BY-4.0,4,3,2.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Ts414_1,DeLTA,Ts414_1.mp3,DeLTA_mp3_boost_8dB/Ts414_1.mp3,CC-BY-4.0,4,4,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc333_1,DeLTA,Mc333_1.mp3,DeLTA_mp3_boost_8dB/Mc333_1.mp3,CC-BY-4.0,4,3,2.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_bib11_1,DeLTA,bib11_1.mp3,DeLTA_mp3_boost_8dB/bib11_1.mp3,CC-BY-4.0,5,3,2.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Mc204_2,DeLTA,Mc204_2.mp3,DeLTA_mp3_boost_8dB/Mc204_2.mp3,CC-BY-4.0,5,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
