response_id,clip_id,participant_id,recording,start_time_excel,end_time_excel,gender,age,experiment_id,version,tree_node_key,annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_007530,DeLTA_m14_2,dabd8,m14_2.mp3,44382.9,44383,Male,18,43876,39,task-o3f9,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_007531,DeLTA_m14_2,a33ae,m14_2.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_007532,DeLTA_PL411_2,a33ae,PL411_2.mp3,44383,44383,Male,30,43876,39,task-o3f9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007533,DeLTA_Ts423_2,a33ae,Ts423_2.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007534,DeLTA_RP332_1,a33ae,RP332_1.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007535,DeLTA_CT202_1,a33ae,CT202_1.mp3,44383,44383,Male,30,43876,39,task-o3f9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007536,DeLTA_TM413_1,a33ae,TM413_1.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007537,DeLTA_MG311_1,a33ae,MG311_1.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007538,DeLTA_tm321_1,a33ae,tm321_1.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007539,DeLTA_Mc305_2,a33ae,Mc305_2.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007540,DeLTA_sc117_2,a33ae,sc117_2.mp3,44383,44383,Male,30,43876,39,task-o3f9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007541,DeLTA_RF309_2,cfb17,RF309_2.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007542,DeLTA_SR230_2,cfb17,SR230_2.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_007543,DeLTA_Mc109_2,cfb17,Mc109_2.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
DeLTA_007544,DeLTA_RS422_1,cfb17,RS422_1.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,6,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007545,DeLTA_MC538_1,cfb17,MC538_1.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,7,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007546,DeLTA_TS524_2,cfb17,TS524_2.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_007547,DeLTA_NP112_1,cfb17,NP112_1.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_007548,DeLTA_ts224_1,cfb17,ts224_1.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007549,DeLTA_SR225_2,cfb17,SR225_2.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007550,DeLTA_Rf132_1,cfb17,Rf132_1.mp3,44382.8,44382.8,Male,28,43876,39,task-o588,6,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007551,DeLTA_Rf132_1,a05af,Rf132_1.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007552,DeLTA_RF309_2,a05af,RF309_2.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_007553,DeLTA_MC538_1,a05af,MC538_1.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007554,DeLTA_SR225_2,a05af,SR225_2.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DeLTA_007555,DeLTA_RS422_1,a05af,RS422_1.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007556,DeLTA_Mc109_2,a05af,Mc109_2.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_007557,DeLTA_TS524_2,a05af,TS524_2.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_007558,DeLTA_SR230_2,a05af,SR230_2.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007559,DeLTA_ts224_1,a05af,ts224_1.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DeLTA_007560,DeLTA_NP112_1,a05af,NP112_1.mp3,44383.5,44383.6,Female,38,43876,39,task-o588,8,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007561,DeLTA_ts224_1,dd538,ts224_1.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007562,DeLTA_Mc109_2,dd538,Mc109_2.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_007563,DeLTA_SR225_2,dd538,SR225_2.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_007564,DeLTA_NP112_1,dd538,NP112_1.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007565,DeLTA_RS422_1,dd538,RS422_1.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007566,DeLTA_Rf132_1,dd538,Rf132_1.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_007567,DeLTA_TS524_2,dd538,TS524_2.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_007568,DeLTA_RF309_2,dd538,RF309_2.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_007569,DeLTA_MC538_1,dd538,MC538_1.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_007570,DeLTA_SR230_2,dd538,SR230_2.mp3,44383.6,44383.6,Male,23,43876,39,task-o588,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_007571,DeLTA_RS422_1,a75bf,RS422_1.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007572,DeLTA_SR225_2,a75bf,SR225_2.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007573,DeLTA_ts224_1,a75bf,ts224_1.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007574,DeLTA_Rf132_1,a75bf,Rf132_1.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007575,DeLTA_NP112_1,a75bf,NP112_1.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007576,DeLTA_MC538_1,a75bf,MC538_1.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007577,DeLTA_TS524_2,a75bf,TS524_2.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_007578,DeLTA_Mc109_2,a75bf,Mc109_2.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007579,DeLTA_SR230_2,a75bf,SR230_2.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007580,DeLTA_RF309_2,a75bf,RF309_2.mp3,44383.7,44383.7,Male,41,43876,39,task-o588,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_007581,DeLTA_Rp135_3,edcfa,Rp135_3.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DeLTA_007582,DeLTA_NP106_2,edcfa,NP106_2.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007583,DeLTA_ET421_2,edcfa,ET421_2.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_007584,DeLTA_MG119_1,edcfa,MG119_1.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_007585,DeLTA_sc134_2,edcfa,sc134_2.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_007586,DeLTA_RP331_1,edcfa,RP331_1.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007587,DeLTA_MC524_2,edcfa,MC524_2.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DeLTA_007588,DeLTA_RP318_2,edcfa,RP318_2.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007589,DeLTA_MG209_2,edcfa,MG209_2.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DeLTA_007590,DeLTA_CT525_1,edcfa,CT525_1.mp3,44382.5,44382.5,Male,26,43876,39,task-o6dp,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007591,DeLTA_MG209_2,078b3,MG209_2.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007592,DeLTA_sc134_2,078b3,sc134_2.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007593,DeLTA_MG119_1,078b3,MG119_1.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007594,DeLTA_CT525_1,078b3,CT525_1.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,8,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007595,DeLTA_Rp135_3,078b3,Rp135_3.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DeLTA_007596,DeLTA_RP318_2,078b3,RP318_2.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007597,DeLTA_ET421_2,078b3,ET421_2.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007598,DeLTA_RP331_1,078b3,RP331_1.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DeLTA_007599,DeLTA_MC524_2,078b3,MC524_2.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007600,DeLTA_NP106_2,078b3,NP106_2.mp3,44383.4,44383.4,Male,35,43876,39,task-o6dp,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_007601,DeLTA_sc134_2,3177c,sc134_2.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007602,DeLTA_MC524_2,3177c,MC524_2.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007603,DeLTA_RP318_2,3177c,RP318_2.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007604,DeLTA_NP106_2,3177c,NP106_2.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_007605,DeLTA_ET421_2,3177c,ET421_2.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007606,DeLTA_RP331_1,3177c,RP331_1.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007607,DeLTA_CT525_1,3177c,CT525_1.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007608,DeLTA_Rp135_3,3177c,Rp135_3.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_007609,DeLTA_MG119_1,3177c,MG119_1.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007610,DeLTA_MG209_2,3177c,MG209_2.mp3,44383.4,44383.4,Male,36,43876,39,task-o6dp,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007611,DeLTA_MC524_2,e0494,MC524_2.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007612,DeLTA_MG209_2,e0494,MG209_2.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_007613,DeLTA_CT525_1,e0494,CT525_1.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007614,DeLTA_sc134_2,e0494,sc134_2.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007615,DeLTA_Rp135_3,e0494,Rp135_3.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DeLTA_007616,DeLTA_ET421_2,e0494,ET421_2.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DeLTA_007617,DeLTA_NP106_2,e0494,NP106_2.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_007618,DeLTA_MG119_1,e0494,MG119_1.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_007619,DeLTA_RP331_1,e0494,RP331_1.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007620,DeLTA_RP318_2,e0494,RP318_2.mp3,44383.5,44383.5,Female,22,43876,39,task-o6dp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DeLTA_007621,DeLTA_Rp224_1,36786,Rp224_1.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_007622,DeLTA_Rf219_2,36786,Rf219_2.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DeLTA_007623,DeLTA_TM404_1,36786,TM404_1.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_007624,DeLTA_Rp124_1,36786,Rp124_1.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007625,DeLTA_CT542_1,36786,CT542_1.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
DeLTA_007626,DeLTA_MG203_1,36786,MG203_1.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007627,DeLTA_TS535_2,36786,TS535_2.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_007628,DeLTA_ET435_2,36786,ET435_2.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DeLTA_007629,DeLTA_PL107_4,36786,PL107_4.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007630,DeLTA_CT203_1,36786,CT203_1.mp3,44382.5,44382.5,Male,24,43876,39,task-oa99,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007631,DeLTA_Rp224_1,469df,Rp224_1.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_007632,DeLTA_PL107_4,469df,PL107_4.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007633,DeLTA_Rp124_1,469df,Rp124_1.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_007634,DeLTA_Rf219_2,469df,Rf219_2.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007635,DeLTA_CT203_1,469df,CT203_1.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
DeLTA_007636,DeLTA_CT542_1,469df,CT542_1.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007637,DeLTA_ET435_2,469df,ET435_2.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
DeLTA_007638,DeLTA_MG203_1,469df,MG203_1.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007639,DeLTA_TM404_1,469df,TM404_1.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
DeLTA_007640,DeLTA_TS535_2,469df,TS535_2.mp3,44382.6,44382.6,Male,23,43876,39,task-oa99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_007641,DeLTA_PL107_4,325cb,PL107_4.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
DeLTA_007642,DeLTA_CT542_1,325cb,CT542_1.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_007643,DeLTA_MG203_1,325cb,MG203_1.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_007644,DeLTA_TM404_1,325cb,TM404_1.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DeLTA_007645,DeLTA_CT203_1,325cb,CT203_1.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
DeLTA_007646,DeLTA_ET435_2,325cb,ET435_2.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
DeLTA_007647,DeLTA_Rp224_1,325cb,Rp224_1.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_007648,DeLTA_TS535_2,325cb,TS535_2.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_007649,DeLTA_Rp124_1,325cb,Rp124_1.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DeLTA_007650,DeLTA_Rf219_2,325cb,Rf219_2.mp3,44382.9,44382.9,Male,21,43876,39,task-oa99,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_007651,DeLTA_MG203_1,d7023,MG203_1.mp3,44383.4,44383.4,Male,22,43876,39,task-oa99,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_007652,DeLTA_TM404_1,d7023,TM404_1.mp3,44383.4,44383.4,Male,22,43876,39,task-oa99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
