clip_id,dataset_id,LocationID,SessionID,GroupID,latitude,longitude,binaural_start_s,binaural_end_s,audio_asset,video_asset,split,licence_spdx,n_responses,mean_PAQ1_pleasant,mean_PAQ2_vibrant,mean_PAQ3_eventful,mean_PAQ4_chaotic,mean_PAQ5_annoying,mean_PAQ6_monotonous,mean_PAQ7_uneventful,mean_PAQ8_calm,mean_ISOPleasant,mean_ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ISD_OlympicSquare_OlympicSquare4_OSQ4051,ISD,OlympicSquare,OlympicSquare4,OSQ4051,,,0.0,39.04,ISD_OlympicSquare_OSQ4051_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0303,0.0732,54.42,10.5,1.89,0.0219,0.0146,0.117
ISD_OlympicSquare_OlympicSquare4_OSQ4052,ISD,OlympicSquare,OlympicSquare4,OSQ4052,,,0.0,39.68,ISD_OlympicSquare_OSQ4052_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,0.5,0.0,59.62,14.0,2.01,0.0232,0.0218,0.386
ISD_OlympicSquare_OlympicSquare4_OSQ4053,ISD,OlympicSquare,OlympicSquare4,OSQ4053,,,0.0,37.76,ISD_OlympicSquare_OSQ4053_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,0.3536,0.0607,59.75,16.1,2.12,0.0216,0.0342,0.208
ISD_OlympicSquare_OlympicSquare4_OSQ4054,ISD,OlympicSquare,OlympicSquare4,OSQ4054,,,0.0,37.67,ISD_OlympicSquare_OSQ4054_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0.3536,0.25,63.27,19.6,1.99,0.0255,0.0481,0.456
ISD_OlympicSquare_OlympicSquare4_OSQ4055,ISD,OlympicSquare,OlympicSquare4,OSQ4055,,,0.0,,ISD_OlympicSquare_OSQ4055_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,0.0429,0.25,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4056,ISD,OlympicSquare,OlympicSquare4,OSQ4056,,,0.0,34.41,ISD_OlympicSquare_OSQ4056_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,0.3839,0.0303,61.26,15.0,2.04,0.0222,0.049,0.336
ISD_OlympicSquare_OlympicSquare4_OSQ4057,ISD,OlympicSquare,OlympicSquare4,OSQ4057,,,0.0,44.8,ISD_OlympicSquare_OSQ4057_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,0.4268,-0.1768,59.27,16.1,2.09,0.0239,0.0367,0.237
ISD_OlympicSquare_OlympicSquare4_OSQ4058,ISD,OlympicSquare,OlympicSquare4,OSQ4058,,,0.0,,ISD_OlympicSquare_OSQ4058_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,-0.0303,-0.0732,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4059,ISD,OlympicSquare,OlympicSquare4,OSQ4059,,,0.0,,ISD_OlympicSquare_OSQ4059_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4060,ISD,OlympicSquare,OlympicSquare4,OSQ4060,,,0.0,,ISD_OlympicSquare_OSQ4060_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,5.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.6036,0.0,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4061,ISD,OlympicSquare,OlympicSquare4,OSQ4061,,,0.0,,ISD_OlympicSquare_OSQ4061_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.2803,-0.0732,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4062,ISD,OlympicSquare,OlympicSquare4,OSQ4062,,,0.0,,ISD_OlympicSquare_OSQ4062_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,5.0,4.0,1.0,4.0,1.0,2.0,2.0,4.0,0.5607,0.0429,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4063,ISD,OlympicSquare,OlympicSquare4,OSQ4063,,,0.0,,ISD_OlympicSquare_OSQ4063_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,5.0,4.0,4.0,3.0,1.0,1.0,1.0,5.0,0.7803,0.3839,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4064,ISD,OlympicSquare,OlympicSquare4,OSQ4064,,,0.0,,ISD_OlympicSquare_OSQ4064_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.5,0.2071,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4065,ISD,OlympicSquare,OlympicSquare4,OSQ4065,,,0.0,,ISD_OlympicSquare_OSQ4065_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,0.4268,0.1768,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4066,ISD,OlympicSquare,OlympicSquare4,OSQ4066,,,0.0,,ISD_OlympicSquare_OSQ4066_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,0.4268,-0.1768,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4067,ISD,OlympicSquare,OlympicSquare4,OSQ4067,,,0.0,,ISD_OlympicSquare_OSQ4067_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,0.4268,-0.1768,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4068,ISD,OlympicSquare,OlympicSquare4,OSQ4068,,,0.0,,ISD_OlympicSquare_OSQ4068_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,0.3536,0.2071,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4069,ISD,OlympicSquare,OlympicSquare4,OSQ4069,,,0.0,,ISD_OlympicSquare_OSQ4069_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,0.25,-0.1036,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4070,ISD,OlympicSquare,OlympicSquare4,OSQ4070,,,0.0,,ISD_OlympicSquare_OSQ4070_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,0.5303,0.2197,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4071,ISD,OlympicSquare,OlympicSquare4,OSQ4071,,,0.0,,ISD_OlympicSquare_OSQ4071_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0732,-0.0732,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4072,ISD,OlympicSquare,OlympicSquare4,OSQ4072,,,0.0,,ISD_OlympicSquare_OSQ4072_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,-0.1893,0.0,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4073,ISD,OlympicSquare,OlympicSquare4,OSQ4073,,,0.0,,ISD_OlympicSquare_OSQ4073_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.4268,0.5303,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4074,ISD,OlympicSquare,OlympicSquare4,OSQ4074,,,0.0,,ISD_OlympicSquare_OSQ4074_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,0.3536,-0.3536,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4075,ISD,OlympicSquare,OlympicSquare4,OSQ4075,,,0.0,,ISD_OlympicSquare_OSQ4075_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,0.1036,0.1036,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4076,ISD,OlympicSquare,OlympicSquare4,OSQ4076,,,0.0,,ISD_OlympicSquare_OSQ4076_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.2803,-0.3232,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4077,ISD,OlympicSquare,OlympicSquare4,OSQ4077,,,0.0,,ISD_OlympicSquare_OSQ4077_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,0.2929,0.1036,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4078,ISD,OlympicSquare,OlympicSquare4,OSQ4078,,,0.0,,ISD_OlympicSquare_OSQ4078_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4079,ISD,OlympicSquare,OlympicSquare4,OSQ4079,,,0.0,,ISD_OlympicSquare_OSQ4079_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0429,-0.1464,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4080,ISD,OlympicSquare,OlympicSquare4,OSQ4080,,,0.0,,ISD_OlympicSquare_OSQ4080_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4081,ISD,OlympicSquare,OlympicSquare4,OSQ4081,,,0.0,,ISD_OlympicSquare_OSQ4081_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,0.3536,-0.25,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4082,ISD,OlympicSquare,OlympicSquare4,OSQ4082,,,0.0,33.76,ISD_OlympicSquare_OSQ4082_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,0.6768,-0.0732,57.42,14.6,1.71,0.0251,0.0317,0.198
ISD_OlympicSquare_OlympicSquare4_OSQ4083,ISD,OlympicSquare,OlympicSquare4,OSQ4083,,,0.0,,ISD_OlympicSquare_OSQ4083_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,0.2803,-0.0303,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4084,ISD,OlympicSquare,OlympicSquare4,OSQ4084,,,0.0,34.16,ISD_OlympicSquare_OSQ4084_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,0.3107,0.6464,53.65,10.2,1.66,0.0257,0.0107,0.146
ISD_OlympicSquare_OlympicSquare4_OSQ4085,ISD,OlympicSquare,OlympicSquare4,OSQ4085,,,0.0,32.03,ISD_OlympicSquare_OSQ4085_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,0.5,0.0429,55.9,12.6,1.89,0.0221,0.0208,0.185
ISD_OlympicSquare_OlympicSquare4_OSQ4086,ISD,OlympicSquare,OlympicSquare4,OSQ4086,,,0.0,32.03,ISD_OlympicSquare_OSQ4086_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,0.4268,0.3232,55.9,12.6,1.89,0.0221,0.0208,0.185
ISD_OlympicSquare_OlympicSquare4_OSQ4087,ISD,OlympicSquare,OlympicSquare4,OSQ4087,,,0.0,36.01,ISD_OlympicSquare_OSQ4087_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.4268,0.0732,63.84,17.9,1.89,0.0257,0.0397,0.352
ISD_OlympicSquare_OlympicSquare4_OSQ4088,ISD,OlympicSquare,OlympicSquare4,OSQ4088,,,0.0,47.91,ISD_OlympicSquare_OSQ4088_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,0.25,0.0,69.39,24.2,2.23,0.0242,0.118,0.423
ISD_OlympicSquare_OlympicSquare4_OSQ4089,ISD,OlympicSquare,OlympicSquare4,OSQ4089,,,0.0,45.24,ISD_OlympicSquare_OSQ4089_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,0.0303,-0.0732,59.24,16.2,2.09,0.0238,0.0369,0.236
ISD_OlympicSquare_OlympicSquare4_OSQ4090,ISD,OlympicSquare,OlympicSquare4,OSQ4090,,,0.0,36.47,ISD_OlympicSquare_OSQ4090_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,0.5,0.25,59.57,14.2,1.98,0.0234,0.0324,0.264
ISD_OlympicSquare_OlympicSquare4_OSQ4091,ISD,OlympicSquare,OlympicSquare4,OSQ4091,,,0.0,39.01,ISD_OlympicSquare_OSQ4091_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.1036,0.0,59.42,15.1,1.94,0.0266,0.0341,0.214
ISD_OlympicSquare_OlympicSquare4_OSQ4092,ISD,OlympicSquare,OlympicSquare4,OSQ4092,,,0.0,36.76,ISD_OlympicSquare_OSQ4092_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.3536,-0.3536,63.78,19.3,2.57,0.0279,0.0355,0.408
ISD_OlympicSquare_OlympicSquare4_OSQ4093,ISD,OlympicSquare,OlympicSquare4,OSQ4093,,,0.0,,ISD_OlympicSquare_OSQ4093_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,0.4268,-0.0732,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4094,ISD,OlympicSquare,OlympicSquare4,OSQ4094,,,0.0,31.9,ISD_OlympicSquare_OSQ4094_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,0.2197,0.1768,55.87,12.6,1.89,0.0221,0.0213,0.185
ISD_OlympicSquare_OlympicSquare4_OSQ4095,ISD,OlympicSquare,OlympicSquare4,OSQ4095,,,0.0,34.64,ISD_OlympicSquare_OSQ4095_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,62.27,18.7,2.09,0.0236,0.0504,0.275
ISD_OlympicSquare_OlympicSquare4_OSQ4096,ISD,OlympicSquare,OlympicSquare4,OSQ4096,,,0.0,39.16,ISD_OlympicSquare_OSQ4096_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.5,0.0,65.79,19.9,1.96,0.0265,0.0615,0.361
ISD_OlympicSquare_OlympicSquare4_OSQ4097,ISD,OlympicSquare,OlympicSquare4,OSQ4097,,,0.0,39.47,ISD_OlympicSquare_OSQ4097_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,0.6464,-0.3536,59.1,19.6,2.06,0.0246,0.00653,0.225
ISD_OlympicSquare_OlympicSquare4_OSQ4098,ISD,OlympicSquare,OlympicSquare4,OSQ4098,,,0.0,32.39,ISD_OlympicSquare_OSQ4098_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,60.93,15.8,1.9,0.0242,0.0225,0.328
ISD_OlympicSquare_OlympicSquare4_OSQ4099,ISD,OlympicSquare,OlympicSquare4,OSQ4099,,,0.0,34.02,ISD_OlympicSquare_OSQ4099_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,59.94,17.6,2.21,0.0362,0.0159,0.17
ISD_OlympicSquare_OlympicSquare4_OSQ4100,ISD,OlympicSquare,OlympicSquare4,OSQ4100,,,0.0,33.04,ISD_OlympicSquare_OSQ4100_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.5,0.2071,56.08,13.1,1.96,0.0233,0.0107,0.185
ISD_OlympicSquare_OlympicSquare4_OSQ4101,ISD,OlympicSquare,OlympicSquare4,OSQ4101,,,0.0,54.7,ISD_OlympicSquare_OSQ4101_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,0.25,0.1036,62.58,17.4,2.1,0.0242,0.0397,0.263
ISD_OlympicSquare_OlympicSquare4_OSQ4102,ISD,OlympicSquare,OlympicSquare4,OSQ4102,,,0.0,54.7,ISD_OlympicSquare_OSQ4102_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,0.3232,0.0732,62.58,17.4,2.1,0.0242,0.0397,0.263
ISD_OlympicSquare_OlympicSquare4_OSQ4103,ISD,OlympicSquare,OlympicSquare4,OSQ4103,,,0.0,,ISD_OlympicSquare_OSQ4103_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4104,ISD,OlympicSquare,OlympicSquare4,OSQ4104,,,0.0,,ISD_OlympicSquare_OSQ4104_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0303,-0.2197,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4105,ISD,OlympicSquare,OlympicSquare4,OSQ4105,,,0.0,,ISD_OlympicSquare_OSQ4105_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.5,0.2071,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4106,ISD,OlympicSquare,OlympicSquare4,OSQ4106,,,0.0,,ISD_OlympicSquare_OSQ4106_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,0.3536,-0.0429,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4107,ISD,OlympicSquare,OlympicSquare4,OSQ4107,,,0.0,,ISD_OlympicSquare_OSQ4107_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,0.3536,0.2071,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4108,ISD,OlympicSquare,OlympicSquare4,OSQ4108,,,0.0,,ISD_OlympicSquare_OSQ4108_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.1768,0.1768,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4109,ISD,OlympicSquare,OlympicSquare4,OSQ4109,,,0.0,,ISD_OlympicSquare_OSQ4109_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,5.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,0.8536,0.0429,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4110,ISD,OlympicSquare,OlympicSquare4,OSQ4110,,,0.0,,ISD_OlympicSquare_OSQ4110_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,0.4268,-0.2197,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4111,ISD,OlympicSquare,OlympicSquare4,OSQ4111,,,0.0,,ISD_OlympicSquare_OSQ4111_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.5,0.2071,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4112,ISD,OlympicSquare,OlympicSquare4,OSQ4112,,,0.0,,ISD_OlympicSquare_OSQ4112_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.3536,0.3536,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4113,ISD,OlympicSquare,OlympicSquare4,OSQ4113,,,0.0,,ISD_OlympicSquare_OSQ4113_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,0.4268,-0.0732,,,,,,
ISD_OlympicSquare_OlympicSquare4_OSQ4114,ISD,OlympicSquare,OlympicSquare4,OSQ4114,,,0.0,,ISD_OlympicSquare_OSQ4114_binaural,ISD_OlympicSquare_OlympicSquare4_360,,CC-BY-4.0,1,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,0.3232,-0.1768,,,,,,
ISD_PancrasLock_PancrasLock1_PL101,ISD,PancrasLock,PancrasLock1,PL101,51.536588,-0.127969,0.0,33.48,ISD_PancrasLock_PL101_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,0.1339,0.5303,58.29,15.9,1.56,0.0287,0.0124,0.174
ISD_PancrasLock_PancrasLock1_PL102,ISD,PancrasLock,PancrasLock1,PL102,51.536588,-0.127969,0.0,47.0,ISD_PancrasLock_PL102_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,2,2.5,2.0,2.0,3.0,3.0,3.0,3.5,2.5,-0.1616,-0.1919,59.61,15.5,1.54,0.0298,0.0153,0.164
ISD_PancrasLock_PancrasLock1_PL103,ISD,PancrasLock,PancrasLock1,PL103,51.536588,-0.127969,0.0,30.02,ISD_PancrasLock_PL103_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,2,4.0,3.5,1.0,1.5,2.5,3.5,3.0,4.0,0.3384,-0.3902,59.36,14.8,1.67,0.0353,0.0173,0.148
ISD_PancrasLock_PancrasLock1_PL104,ISD,PancrasLock,PancrasLock1,PL104,51.536588,-0.127969,0.0,,ISD_PancrasLock_PL104_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,2,2.5,2.0,2.5,3.0,3.0,2.0,3.5,2.0,-0.125,-0.0303,,,,,,
ISD_PancrasLock_PancrasLock1_PL105,ISD,PancrasLock,PancrasLock1,PL105,51.536588,-0.127969,0.0,32.04,ISD_PancrasLock_PL105_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,5.0,5.0,4.0,4.0,1.0,2.0,2.0,4.0,0.6339,0.4268,56.15,12.1,1.45,0.0285,0.0108,0.146
ISD_PancrasLock_PancrasLock1_PL106,ISD,PancrasLock,PancrasLock1,PL106,51.536588,-0.127969,0.0,36.91,ISD_PancrasLock_PL106_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,0.3232,0.4268,56.82,13.1,1.43,0.0289,0.0106,0.118
ISD_PancrasLock_PancrasLock1_PL107,ISD,PancrasLock,PancrasLock1,PL107,51.536588,-0.127969,0.0,74.62,ISD_PancrasLock_PL107_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,25,3.52,3.24,3.32,3.16,2.44,2.24,2.84,3.12,0.1821,0.1259,58.67,14.4,1.53,0.0303,0.0153,0.115
ISD_PancrasLock_PancrasLock1_PL108,ISD,PancrasLock,PancrasLock1,PL108,51.536588,-0.127969,0.0,30.73,ISD_PancrasLock_PL108_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,2,3.0,2.5,3.0,2.5,2.5,3.5,3.0,3.0,0.0152,-0.1098,57.42,14.2,1.63,0.0279,0.0107,0.24
ISD_PancrasLock_PancrasLock1_PL109,ISD,PancrasLock,PancrasLock1,PL109,51.536588,-0.127969,0.0,39.64,ISD_PancrasLock_PL109_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,0.0732,0.1768,56.13,12.4,1.67,0.0283,0.012,0.185
ISD_PancrasLock_PancrasLock1_PL110,ISD,PancrasLock,PancrasLock1,PL110,51.536588,-0.127969,0.0,,ISD_PancrasLock_PL110_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,-0.2071,0.3536,,,,,,
ISD_PancrasLock_PancrasLock1_PL112,ISD,PancrasLock,PancrasLock1,PL112,51.536588,-0.127969,0.0,35.54,ISD_PancrasLock_PL112_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,0.2071,0.2071,58.29,16.5,1.53,0.0286,0.00748,0.142
ISD_PancrasLock_PancrasLock1_PL113,ISD,PancrasLock,PancrasLock1,PL113,51.536588,-0.127969,0.0,,ISD_PancrasLock_PL113_binaural,ISD_PancrasLock_PancrasLock1_360,,CC-BY-4.0,1,1.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,-0.4268,0.2197,,,,,,
