response_id,clip_id,participant_id,language,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,ISOPleasant,ISOEventful,age,gender
ISD_ZhongshanPark_ZhongshanPark4_ZP4019_RGJJ19,ISD_ZhongshanPark_ZhongshanPark4_ZP4019,GJJ19,cmn,4.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,0.6036,0.1464,36.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4020_RGJJ20,ISD_ZhongshanPark_ZhongshanPark4_ZP4020,GJJ20,cmn,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,-0.0429,0.0,38.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4021_RGJJ21,ISD_ZhongshanPark_ZhongshanPark4_ZP4021,GJJ21,cmn,5.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,0.2071,0.2929,47.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4022_RSZW01,ISD_ZhongshanPark_ZhongshanPark4_ZP4022,SZW01,cmn,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7803,0.2197,72.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4023_RSZW02,ISD_ZhongshanPark_ZhongshanPark4_ZP4023,SZW02,cmn,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.25,-0.1464,38.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4024_RSZW03,ISD_ZhongshanPark_ZhongshanPark4_ZP4024,SZW03,cmn,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,-0.25,0.25,26.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4025_RSZW04,ISD_ZhongshanPark_ZhongshanPark4_ZP4025,SZW04,cmn,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,0.3536,0.0,26.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4026_RSZW05,ISD_ZhongshanPark_ZhongshanPark4_ZP4026,SZW05,cmn,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,-0.1768,0.2626,48.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4027_RSZW06,ISD_ZhongshanPark_ZhongshanPark4_ZP4027,SZW06,cmn,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,-0.1768,0.2626,48.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4028_RSZW07,ISD_ZhongshanPark_ZhongshanPark4_ZP4028,SZW07,cmn,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.1768,-0.0303,30.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4029_RSZW08,ISD_ZhongshanPark_ZhongshanPark4_ZP4029,SZW08,cmn,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.4571,-0.2071,60.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4030_RSZW09,ISD_ZhongshanPark_ZhongshanPark4_ZP4030,SZW09,cmn,3.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,0.3536,-0.3107,30.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4031_RSZW10,ISD_ZhongshanPark_ZhongshanPark4_ZP4031,SZW10,cmn,5.0,5.0,4.0,1.0,1.0,2.0,3.0,3.0,0.7803,0.1768,20.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4032_RSZW11,ISD_ZhongshanPark_ZhongshanPark4_ZP4032,SZW11,cmn,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,0.7071,0.2071,35.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4033_RSZW12,ISD_ZhongshanPark_ZhongshanPark4_ZP4033,SZW12,cmn,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,0.3536,0.0429,38.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4034_RSZW13,ISD_ZhongshanPark_ZhongshanPark4_ZP4034,SZW13,cmn,5.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,0.5607,-0.25,51.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4035_RSZW14,ISD_ZhongshanPark_ZhongshanPark4_ZP4035,SZW14,cmn,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,30.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4036_RSZW15,ISD_ZhongshanPark_ZhongshanPark4_ZP4036,SZW15,cmn,5.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,0.5607,0.0,30.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4037_RSZW16,ISD_ZhongshanPark_ZhongshanPark4_ZP4037,SZW16,cmn,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,-0.0303,-0.0732,32.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4038_RSZW17,ISD_ZhongshanPark_ZhongshanPark4_ZP4038,SZW17,cmn,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,0.3232,0.0732,39.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4039_RSZW18,ISD_ZhongshanPark_ZhongshanPark4_ZP4039,SZW18,cmn,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,0.3232,-0.2803,38.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4040_RSZW19,ISD_ZhongshanPark_ZhongshanPark4_ZP4040,SZW19,cmn,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,-0.3536,0.25,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4041_RSZW20,ISD_ZhongshanPark_ZhongshanPark4_ZP4041,SZW20,cmn,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,0.4268,0.0303,24.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4042_RSZW21,ISD_ZhongshanPark_ZhongshanPark4_ZP4042,SZW21,cmn,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,-0.0858,-0.1036,30.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4043_RSZW22,ISD_ZhongshanPark_ZhongshanPark4_ZP4043,SZW22,cmn,5.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,0.5607,-0.1036,19.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4044_RSZW23,ISD_ZhongshanPark_ZhongshanPark4_ZP4044,SZW23,cmn,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,19.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4045_RSZW24,ISD_ZhongshanPark_ZhongshanPark4_ZP4045,SZW24,cmn,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,0.1036,0.0,18.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4046_RSZW25,ISD_ZhongshanPark_ZhongshanPark4_ZP4046,SZW25,cmn,3.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,0.1036,-0.1642,12.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4047_RSZW26,ISD_ZhongshanPark_ZhongshanPark4_ZP4047,SZW26,cmn,3.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,0.4393,20.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4048_RWX01,ISD_ZhongshanPark_ZhongshanPark4_ZP4048,WX01,cmn,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,-0.25,-0.25,28.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4049_RWX02,ISD_ZhongshanPark_ZhongshanPark4_ZP4049,WX02,cmn,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,-0.6036,-0.1036,31.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4050_RWX03,ISD_ZhongshanPark_ZhongshanPark4_ZP4050,WX03,cmn,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,0.2803,-0.2803,66.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4051_RWX04,ISD_ZhongshanPark_ZhongshanPark4_ZP4051,WX04,cmn,4.0,4.0,4.0,1.0,2.0,2.0,5.0,3.0,0.5,-0.1036,55.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4052_RWX05,ISD_ZhongshanPark_ZhongshanPark4_ZP4052,WX05,cmn,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,0.3536,-0.1036,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4053_RWX06,ISD_ZhongshanPark_ZhongshanPark4_ZP4053,WX06,cmn,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,0.0303,0.1161,59.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4054_RWX07,ISD_ZhongshanPark_ZhongshanPark4_ZP4054,WX07,cmn,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,0.2071,-0.3536,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4055_RWX08,ISD_ZhongshanPark_ZhongshanPark4_ZP4055,WX08,cmn,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0.3536,0.25,40.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4056_RWX09,ISD_ZhongshanPark_ZhongshanPark4_ZP4056,WX09,cmn,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,0.2803,-0.0303,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4057_RWX10,ISD_ZhongshanPark_ZhongshanPark4_ZP4057,WX10,cmn,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,0.3536,0.1464,37.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4058_RWX11,ISD_ZhongshanPark_ZhongshanPark4_ZP4058,WX11,cmn,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,-0.0732,-0.0303,34.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4059_RWX12,ISD_ZhongshanPark_ZhongshanPark4_ZP4059,WX12,cmn,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0303,0.0126,40.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4060_RWX13,ISD_ZhongshanPark_ZhongshanPark4_ZP4060,WX13,cmn,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,-0.0732,0.4268,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4061_RWX14,ISD_ZhongshanPark_ZhongshanPark4_ZP4061,WX14,cmn,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,0.3536,0.1036,26.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4062_RWX15,ISD_ZhongshanPark_ZhongshanPark4_ZP4062,WX15,cmn,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,0.1768,0.0732,22.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4063_RWX16,ISD_ZhongshanPark_ZhongshanPark4_ZP4063,WX16,cmn,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,0.1464,0.0,23.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4064_RWX17,ISD_ZhongshanPark_ZhongshanPark4_ZP4064,WX17,cmn,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,0.25,0.1464,23.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4065_RWX18,ISD_ZhongshanPark_ZhongshanPark4_ZP4065,WX18,cmn,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0607,0.1464,28.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4066_RWX19,ISD_ZhongshanPark_ZhongshanPark4_ZP4066,WX19,cmn,3.0,4.0,1.0,1.0,2.0,3.0,3.0,5.0,0.4697,-0.4268,33.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4067_RWX20,ISD_ZhongshanPark_ZhongshanPark4_ZP4067,WX20,cmn,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,0.1339,-0.1339,30.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4068_RWX21,ISD_ZhongshanPark_ZhongshanPark4_ZP4068,WX21,cmn,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,0.4268,-0.0732,30.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4069_RWX22,ISD_ZhongshanPark_ZhongshanPark4_ZP4069,WX22,cmn,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,0.4268,-0.1768,32.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4070_RWX23,ISD_ZhongshanPark_ZhongshanPark4_ZP4070,WX23,cmn,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,-0.0732,0.0732,63.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4071_RWX24,ISD_ZhongshanPark_ZhongshanPark4_ZP4071,WX24,cmn,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,0.4571,0.1036,32.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4072_RWX25,ISD_ZhongshanPark_ZhongshanPark4_ZP4072,WX25,cmn,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,0.25,-0.3536,30.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4073_RWX26,ISD_ZhongshanPark_ZhongshanPark4_ZP4073,WX26,cmn,2.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,-0.4268,0.1161,40.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4074_RWX27,ISD_ZhongshanPark_ZhongshanPark4_ZP4074,WX27,cmn,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,0.1036,0.2929,25.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4075_RWX28,ISD_ZhongshanPark_ZhongshanPark4_ZP4075,WX28,cmn,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,-0.1036,0.0858,26.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4076_RXHY01,ISD_ZhongshanPark_ZhongshanPark4_ZP4076,XHY01,cmn,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,0.2803,-0.0303,74.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4077_RXHY02,ISD_ZhongshanPark_ZhongshanPark4_ZP4077,XHY02,cmn,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,0.3536,-0.1464,22.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4078_RXHY03,ISD_ZhongshanPark_ZhongshanPark4_ZP4078,XHY03,cmn,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,0.3536,0.1464,42.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4079_RXHY04,ISD_ZhongshanPark_ZhongshanPark4_ZP4079,XHY04,cmn,4.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,0.3536,0.0,69.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4080_RXHY05,ISD_ZhongshanPark_ZhongshanPark4_ZP4080,XHY05,cmn,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,0.6768,-0.2803,63.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4081_RXHY06,ISD_ZhongshanPark_ZhongshanPark4_ZP4081,XHY06,cmn,3.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,0.2929,0.0,58.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4082_RXHY07,ISD_ZhongshanPark_ZhongshanPark4_ZP4082,XHY07,cmn,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.1768,0.1768,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4083_RXHY08,ISD_ZhongshanPark_ZhongshanPark4_ZP4083,XHY08,cmn,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,0.3536,-0.0429,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4084_RXHY09,ISD_ZhongshanPark_ZhongshanPark4_ZP4084,XHY09,cmn,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,0.0303,-0.0303,58.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4085_RXHY10,ISD_ZhongshanPark_ZhongshanPark4_ZP4085,XHY10,cmn,4.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,0.5732,-0.2803,40.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4086_RXHY11,ISD_ZhongshanPark_ZhongshanPark4_ZP4086,XHY11,cmn,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,0.3536,-0.2071,40.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4087_RXHY12,ISD_ZhongshanPark_ZhongshanPark4_ZP4087,XHY12,cmn,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,0.2803,0.1768,25.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4088_RXHY13,ISD_ZhongshanPark_ZhongshanPark4_ZP4088,XHY13,cmn,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,0.4571,0.0,23.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4089_RXHY14,ISD_ZhongshanPark_ZhongshanPark4_ZP4089,XHY14,cmn,3.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,0.5732,0.0303,38.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4090_RXHY15,ISD_ZhongshanPark_ZhongshanPark4_ZP4090,XHY15,cmn,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.25,-0.1464,35.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4091_RXHY16,ISD_ZhongshanPark_ZhongshanPark4_ZP4091,XHY16,cmn,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,32.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4092_RXHY17,ISD_ZhongshanPark_ZhongshanPark4_ZP4092,XHY17,cmn,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,-0.0732,-0.4697,46.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4093_RXHY18,ISD_ZhongshanPark_ZhongshanPark4_ZP4093,XHY18,cmn,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,25.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4094_RXHY19,ISD_ZhongshanPark_ZhongshanPark4_ZP4094,XHY19,cmn,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,0.3232,0.0732,26.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4095_RXHY20,ISD_ZhongshanPark_ZhongshanPark4_ZP4095,XHY20,cmn,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,0.2803,-0.0303,23.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4096_RXHY21,ISD_ZhongshanPark_ZhongshanPark4_ZP4096,XHY21,cmn,3.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,0.3964,-0.25,20.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4097_RXHY22,ISD_ZhongshanPark_ZhongshanPark4_ZP4097,XHY22,cmn,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,0.3536,0.0,20.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4098_RZJ01,ISD_ZhongshanPark_ZhongshanPark4_ZP4098,ZJ01,cmn,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,0.3232,-0.0732,30.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4099_RZJ02,ISD_ZhongshanPark_ZhongshanPark4_ZP4099,ZJ02,cmn,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,-0.3536,0.25,59.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4100_RZJ03,ISD_ZhongshanPark_ZhongshanPark4_ZP4100,ZJ03,cmn,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,-0.2803,0.2197,22.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4101_RZJ04,ISD_ZhongshanPark_ZhongshanPark4_ZP4101,ZJ04,cmn,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,-0.1036,23.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4102_RZJ05,ISD_ZhongshanPark_ZhongshanPark4_ZP4102,ZJ05,cmn,4.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.5303,0.0732,26.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4103_RZJ06,ISD_ZhongshanPark_ZhongshanPark4_ZP4103,ZJ06,cmn,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0.1339,-0.1768,33.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4104_RZJ07,ISD_ZhongshanPark_ZhongshanPark4_ZP4104,ZJ07,cmn,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,-0.3964,-0.0607,56.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4105_RZJ08,ISD_ZhongshanPark_ZhongshanPark4_ZP4105,ZJ08,cmn,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0732,0.0732,36.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4106_RZJ09,ISD_ZhongshanPark_ZhongshanPark4_ZP4106,ZJ09,cmn,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,0.5,-0.1036,32.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4107_RZJ10,ISD_ZhongshanPark_ZhongshanPark4_ZP4107,ZJ10,cmn,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,-0.1464,0.1036,30.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4108_RZJ11,ISD_ZhongshanPark_ZhongshanPark4_ZP4108,ZJ11,cmn,4.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,0.6036,0.0,28.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4109_RZJ12,ISD_ZhongshanPark_ZhongshanPark4_ZP4109,ZJ12,cmn,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,0.0732,0.0732,26.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4110_RZJ13,ISD_ZhongshanPark_ZhongshanPark4_ZP4110,ZJ13,cmn,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,0.25,-0.25,29.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4111_RZJ14,ISD_ZhongshanPark_ZhongshanPark4_ZP4111,ZJ14,cmn,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,0.3536,0.1464,32.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4112_RZJ15,ISD_ZhongshanPark_ZhongshanPark4_ZP4112,ZJ15,cmn,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,-0.1464,0.2929,30.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4113_RZJ16,ISD_ZhongshanPark_ZhongshanPark4_ZP4113,ZJ16,cmn,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,0.3536,-0.1464,40.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4114_RZJ17,ISD_ZhongshanPark_ZhongshanPark4_ZP4114,ZJ17,cmn,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,0.1036,0.1464,47.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4115_RZJ18,ISD_ZhongshanPark_ZhongshanPark4_ZP4115,ZJ18,cmn,3.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,0.2071,0.0858,45.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4116_RZJ19,ISD_ZhongshanPark_ZhongshanPark4_ZP4116,ZJ19,cmn,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,0.1768,0.3232,37.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4117_RZJ20,ISD_ZhongshanPark_ZhongshanPark4_ZP4117,ZJ20,cmn,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,0.3536,-0.25,40.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4118_RZJ21,ISD_ZhongshanPark_ZhongshanPark4_ZP4118,ZJ21,cmn,5.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,0.5303,-0.0732,40.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4119_RZJ22,ISD_ZhongshanPark_ZhongshanPark4_ZP4119,ZJ22,cmn,1.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,-0.7803,-0.1339,56.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4120_RZJ23,ISD_ZhongshanPark_ZhongshanPark4_ZP4120,ZJ23,cmn,3.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,-0.25,0.1893,36.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4121_RZJ24,ISD_ZhongshanPark_ZhongshanPark4_ZP4121,ZJ24,cmn,3.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,0.0,0.1464,34.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4122_RZJ25,ISD_ZhongshanPark_ZhongshanPark4_ZP4122,ZJ25,cmn,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,-0.1464,0.1464,33.0,2
ISD_ZhongshanPark_ZhongshanPark4_ZP4123_RZJ26,ISD_ZhongshanPark_ZhongshanPark4_ZP4123,ZJ26,cmn,4.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,0.3107,0.1893,21.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4124_RZJ27,ISD_ZhongshanPark_ZhongshanPark4_ZP4124,ZJ27,cmn,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,-0.3536,0.0429,24.0,1
ISD_ZhongshanPark_ZhongshanPark4_ZP4125_RZJ28,ISD_ZhongshanPark_ZhongshanPark4_ZP4125,ZJ28,cmn,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,0.5607,0.4393,24.0,2
ISD_ZhongshanPark_ZhongshanPark5_ZP5001_RHYY01,ISD_ZhongshanPark_ZhongshanPark5_ZP5001,HYY01,cmn,4.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,0.4393,0.25,55.0,1
ISD_ZhongshanPark_ZhongshanPark5_ZP5002_RHYY02,ISD_ZhongshanPark_ZhongshanPark5_ZP5002,HYY02,cmn,4.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,0.4571,-0.3107,22.0,1
ISD_ZhongshanPark_ZhongshanPark5_ZP5003_RHYY03,ISD_ZhongshanPark_ZhongshanPark5_ZP5003,HYY03,cmn,5.0,5.0,5.0,3.0,1.0,2.0,3.0,2.0,0.5607,0.5,25.0,2
ISD_ZhongshanPark_ZhongshanPark5_ZP5004_RHYY04,ISD_ZhongshanPark_ZhongshanPark5_ZP5004,HYY04,cmn,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,0.4571,-0.1464,50.0,2
ISD_ZhongshanPark_ZhongshanPark5_ZP5005_RHYY05,ISD_ZhongshanPark_ZhongshanPark5_ZP5005,HYY05,cmn,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,0.5,-0.0429,30.0,2
ISD_ZhongshanPark_ZhongshanPark5_ZP5006_RHYY06,ISD_ZhongshanPark_ZhongshanPark5_ZP5006,HYY06,cmn,4.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,0.4268,0.5303,60.0,1
ISD_ZhongshanPark_ZhongshanPark5_ZP5007_RHYY07,ISD_ZhongshanPark_ZhongshanPark5_ZP5007,HYY07,cmn,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,0.3536,-0.1036,61.0,2
